UserName,Handle,Timestamp,Comments,Likes,Retweets,Text,KeyWord,Sentiment
The New York Times,@nytimes,2021-12-06T15:53:23.000Z,"As Elon Musk pushed his vision for self-driving cars at Tesla, he overrode safety concerns and may have misled drivers, former employees say.
nytimes.com
Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars
The automaker may have undermined safety in designing its Autopilot driver-assistance system to fit its chief executive’s vision, former employees say.
125
403
941The New York Times
@nytimes
·
23h
As Elon Musk pushed his vision for self-driving cars at Tesla, he overrode safety concerns and may have misled drivers, former employees say.
nytimes.com
Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars
The automaker may have undermined safety in designing its Autopilot driver-assistance system to fit its chief executive’s vision, former employees say.
125
403
941",125,403,941, Musk Tesla Autopilot ,0.13376623376623378
The New York Times,@nytimes,2021-12-06T15:53:25.000Z,"Schuyler Cullen, who oversaw a team that explored autonomous-driving possibilities at Samsung, said in an interview that Musk's cameras-only approach was fundamentally flawed.

""Cameras are not eyes! Pixels are not retinal ganglia!"" he said.
nytimes.com
Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars
The automaker may have undermined safety in designing its Autopilot driver-assistance system to fit its chief executive’s vision, former employees say.
16
32
119",16,32,119, Samsung Musk Tesla Autopilot ,-0.12708333333333333
The New York Times,@nytimes,2021-12-06T15:53:26.000Z,"Amnon Shashua, chief executive of Mobileye, a former Tesla supplier, said Musk might exaggerate the capabilities of the company's technology, but that those statements shouldn't be taken too seriously. https://nyti.ms/3puDMbg
14
28
115",14,28,115, Mobileye Tesla Musk ,-0.16666666666666666
The New York Times,@nytimes,2021-12-06T14:25:06.000Z,"These are the best movies of 2021, according to our critics.
nytimes.com
Best Movies of 2021
Even when a film wasn’t great, filmgoing was. But there were some truly wonderful releases, ranging from music docs and musicals to westerns and the just plain weird.
38
123
405The New York Times
@nytimes
·
Dec 6
These are the best movies of 2021, according to our critics.
nytimes.com
Best Movies of 2021
Even when a film wasn’t great, filmgoing was. But there were some truly wonderful releases, ranging from music docs and musicals to westerns and the just plain weird.
38
123
405",38,123,405, ,0.48521478521478517
The New York Times,@nytimes,2021-12-06T14:15:02.000Z,"A San Francisco restaurant that asked three uniformed police officers to leave because workers “felt uncomfortable with the presence of their multiple weapons” apologized after facing an angry backlash online.
nytimes.com
San Francisco Restaurant Apologizes for Asking 3 Police Officers to Leave
The uniformed officers had just sat down when staff members asked them to leave because the workers felt uncomfortable about the officers’ weapons, the restaurant said.
186
91
365The New York Times
@nytimes
·
Dec 6
A San Francisco restaurant that asked three uniformed police officers to leave because workers “felt uncomfortable with the presence of their multiple weapons” apologized after facing an angry backlash online.
nytimes.com
San Francisco Restaurant Apologizes for Asking 3 Police Officers to Leave
The uniformed officers had just sat down when staff members asked them to leave because the workers felt uncomfortable about the officers’ weapons, the restaurant said.
186
91
365",186,91,365, three ,-0.28861340679522496
The New York Times Retweeted,@WinnHu,2021-12-06T12:14:49.000Z,"NYC sits on top of hundreds of hidden waterways. This is why a three-decade campaign to unearth Tibbetts Brook has taken on new urgency with climate change. w/
@nerdishtendency
nytimes.com
Why New York Is Unearthing a Brook It Buried a Century Ago
A plan to “daylight” Tibbetts Brook in the Bronx would be one of the city’s most ambitious green infrastructure improvements.
14
64
181The New York Times Retweeted",14,64,181, NYC hundreds three Bronx one ,0.1615530303030303
The New York Times,@nytimes,2021-12-06T14:00:13.000Z,"As Daw Aung San Suu Ky faces years in custody, a younger, more progressive and more confrontational democratic movement is emerging in Myanmar.

“The show can go on without her,” one activist said. “It’s better for the show to go on without her.”
nytimes.com
Aung San Suu Kyi Falls, but Myanmar’s Democratic Hopes Move On
The ousted civilian leader faces years in custody after being sentenced on the first of several charges. In her absence, a new generation of younger, more progressive politicians is emerging.
12
44
124The New York Times
@nytimes
·
Dec 6
As Daw Aung San Suu Ky faces years in custody, a younger, more progressive and more confrontational democratic movement is emerging in Myanmar.

“The show can go on without her,” one activist said. “It’s better for the show to go on without her.”
nytimes.com
Aung San Suu Kyi Falls, but Myanmar’s Democratic Hopes Move On
The ousted civilian leader faces years in custody after being sentenced on the first of several charges. In her absence, a new generation of younger, more progressive politicians is emerging.
12
44
124",12,44,124, years Myanmar one Democratic first ,0.23257575757575757
The New York Times,@nytimes,2021-12-06T13:50:03.000Z,"17 Covid cases have been identified on a cruise ship that docked in New Orleans on Sunday, including one “probable case” of the Omicron variant in a crew member, health officials said.
nytimes.com
A cruise ship returns to New Orleans with 17 Covid cases aboard.
The Norwegian Cruise Line ship, carrying more than 3,200 people, made stops in Belize, Honduras and Mexico. A crew member probably has the Omicron variant, health officials said.
82
142
287The New York Times
@nytimes
·
Dec 6
17 Covid cases have been identified on a cruise ship that docked in New Orleans on Sunday, including one “probable case” of the Omicron variant in a crew member, health officials said.
nytimes.com
A cruise ship returns to New Orleans with 17 Covid cases aboard.
The Norwegian Cruise Line ship, carrying more than 3,200 people, made stops in Belize, Honduras and Mexico. A crew member probably has the Omicron variant, health officials said.
82
142
287",82,142,287, Covid Sunday one Omicron Norwegian Belize Honduras Mexico ,0.18686868686868685
The New York Times,@nytimes,2021-12-06T13:45:03.000Z,"When Jeffrey Epstein died in a federal jail, dozens of his alleged victims lost their chance to bring him to justice. The trial of Ghislaine Maxwell may offer an opportunity to obtain a degree of reckoning.

Listen to today’s episode of The Daily.
nytimes.com
The Trial of Ghislaine Maxwell
After the death of Jeffrey Epstein, what kind of justice is possible without him?
52
79
403The New York Times
@nytimes
·
Dec 6
When Jeffrey Epstein died in a federal jail, dozens of his alleged victims lost their chance to bring him to justice. The trial of Ghislaine Maxwell may offer an opportunity to obtain a degree of reckoning.

Listen to today’s episode of The Daily.
nytimes.com
The Trial of Ghislaine Maxwell
After the death of Jeffrey Epstein, what kind of justice is possible without him?
52
79
403",52,79,403, Epstein dozens Maxwell today Daily ,0.08512396694214876
The New York Times,@nytimes,2021-12-06T13:35:03.000Z,"China’s debt-loaded property market is headed for a reckoning. Evergrande and another troubled housing developer face deadlines for millions of dollars worth of payments in a test of Beijing’s narrative that it can handle the threat to the Chinese economy.
nytimes.com
China Nears a Reckoning as Property Firms Face Tough Deadlines
Evergrande and Kaisa must come up with hundreds of millions of dollars in days. Beijing sought to reassure markets overall, but signaled it might let Evergrande fail.
27
54
150The New York Times
@nytimes
·
Dec 6
China’s debt-loaded property market is headed for a reckoning. Evergrande and another troubled housing developer face deadlines for millions of dollars worth of payments in a test of Beijing’s narrative that it can handle the threat to the Chinese economy.
nytimes.com
China Nears a Reckoning as Property Firms Face Tough Deadlines
Evergrande and Kaisa must come up with hundreds of millions of dollars in days. Beijing sought to reassure markets overall, but signaled it might let Evergrande fail.
27
54
150",27,54,150, China Beijing Chinese Kaisa hundreds days ,-0.15703185703185701
The New York Times,@nytimes,2021-12-06T06:20:20.000Z,"Breaking News: A court in Myanmar sentenced Aung San Suu Kyi, the ousted civilian leader, to four years on the first of several charges against her.
nytimes.com
Live Updates: Myanmar Court Set to Announce First Verdicts in Aung San Suu Kyi Trial
130
655
1KThe New York Times
@nytimes
·
Dec 6
Breaking News: A court in Myanmar sentenced Aung San Suu Kyi, the ousted civilian leader, to four years on the first of several charges against her.
nytimes.com
Live Updates: Myanmar Court Set to Announce First Verdicts in Aung San Suu Kyi Trial
130
655
1K",130,655,1K, Myanmar four years first K ,0.15656565656565657
